/home/jhjeong/jiho_deep/zeroth_data/train/wav/151_003_1897.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/151_003_1897.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/189_003_0122.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/189_003_0122.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/203_003_1859.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/203_003_1859.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/184_003_0289.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/184_003_0289.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/192_003_1883.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/192_003_1883.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/183_003_0788.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/183_003_0788.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/192_003_1999.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/192_003_1999.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/201_003_1529.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/201_003_1529.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/217_003_2838.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/217_003_2838.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/163_003_0019.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/163_003_0019.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/183_003_1324.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/183_003_1324.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/114_003_0064.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/114_003_0064.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/203_003_0797.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/203_003_0797.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/188_003_2631.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/188_003_2631.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/138_003_0972.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/138_003_0972.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/201_003_2203.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/201_003_2203.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/199_003_2183.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/199_003_2183.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/216_003_1261.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/216_003_1261.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/215_003_2143.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/215_003_2143.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/152_003_1110.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/152_003_1110.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/207_003_0655.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/207_003_0655.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/172_003_0887.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/172_003_0887.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/179_003_0460.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/179_003_0460.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/188_003_0868.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/188_003_0868.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/194_003_0848.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/194_003_0848.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/213_003_0365.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/213_003_0365.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/204_003_1633.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/204_003_1633.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/197_003_1088.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/197_003_1088.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/194_003_0140.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/194_003_0140.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/217_003_1283.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/217_003_1283.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/214_003_0628.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/214_003_0628.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/190_003_1962.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/190_003_1962.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/114_003_2625.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/114_003_2625.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/184_003_1222.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/184_003_1222.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/210_003_1599.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/210_003_1599.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/214_003_1329.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/214_003_1329.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/138_003_2810.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/138_003_2810.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/195_003_1721.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/195_003_1721.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/196_003_1395.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/196_003_1395.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/144_003_1012.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/144_003_1012.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/191_003_1758.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/191_003_1758.txt
/home/jhjeong/jiho_deep/zeroth_data/train/wav/200_003_0520.wav,/home/jhjeong/jiho_deep/zeroth_data/train/txt/200_003_0520.txt
